datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,date,year,month,weekday,hour,relative_humidity,australian_atemp,normal_australian_atemp,normal_atemp,normal_avg_atemp,winter,spring,summer,fall,Good,Normal,Bad,agg_climate,winter,spring,summer,fall,Good,Normal,Bad,hour_categor,results_count_predict
16/01/2012 13:00,winter,holiday,not workingday,Normal,9.84,9.85,41,27.9993,16/01/2012,2012,1,2,13,0.41,27.0805821,0.399200705,0.108751793,0.253976249,1,0,0,0,0,1,0,2.253976249,1,0,0,0,0,1,0,13,184.7650174
16/01/2012 14:00,winter,holiday,not workingday,Good,9.84,10.605,44,26.0027,16/01/2012,2012,1,2,14,0.44,25.80304055,0.378578843,0.130416069,0.254497456,1,0,0,0,1,0,0,2.254497456,1,0,0,0,1,0,0,14,173.8375484
16/01/2012 15:00,winter,holiday,not workingday,Good,10.66,10.605,44,30.0026,16/01/2012,2012,1,2,15,0.44,29.52208763,0.438611078,0.130416069,0.284513574,1,0,0,0,1,0,0,2.284513574,1,0,0,0,1,0,0,15,192.9494657
16/01/2012 16:00,winter,holiday,not workingday,Good,10.66,11.365,44,23.9994,16/01/2012,2012,1,2,16,0.44,25.31984763,0.370779224,0.152223816,0.26150152,1,0,0,0,1,0,0,2.26150152,1,0,0,0,1,0,0,16,245.5446543
16/01/2012 17:00,winter,holiday,not workingday,Good,10.66,11.365,48,22.0028,16/01/2012,2012,1,2,17,0.48,24.09134287,0.350948906,0.152223816,0.251586361,1,0,0,0,1,0,0,2.251586361,1,0,0,0,1,0,0,17,345.431614
16/01/2012 18:00,winter,holiday,not workingday,Good,10.66,11.365,52,22.0028,16/01/2012,2012,1,2,18,0.52,24.26045811,0.353678736,0.152223816,0.252951276,1,0,0,0,1,0,0,2.252951276,1,0,0,0,1,0,0,18,317.2122789
16/01/2012 19:00,winter,holiday,not workingday,Good,10.66,12.12,56,19.0012,16/01/2012,2012,1,2,19,0.56,22.32845335,0.322492639,0.173888092,0.248190365,1,0,0,0,1,0,0,2.248190365,1,0,0,0,1,0,0,19,240.9930796
16/01/2012 20:00,winter,holiday,not workingday,Good,10.66,12.12,60,19.0012,16/01/2012,2012,1,2,20,0.6,22.49756859,0.325222469,0.173888092,0.24955528,1,0,0,0,1,0,0,2.24955528,1,0,0,0,1,0,0,20,159.0889281
16/01/2012 21:00,winter,holiday,not workingday,Good,11.48,12.88,52,22.0028,16/01/2012,2012,1,2,21,0.52,25.20335232,0.368898776,0.195695839,0.282297308,1,0,0,0,1,0,0,2.282297308,1,0,0,0,1,0,0,21,123.7573348
16/01/2012 22:00,winter,holiday,not workingday,Normal,12.3,13.635,49,23.9994,16/01/2012,2012,1,2,22,0.49,27.40849934,0.40449389,0.217360115,0.310927002,1,0,0,0,0,1,0,2.310927002,1,0,0,0,0,1,0,22,93.95787557
16/01/2012 23:00,winter,holiday,not workingday,Bad,10.66,11.365,70,19.9995,16/01/2012,2012,1,2,23,0.7,23.61916669,0.343327117,0.152223816,0.247775467,1,0,0,0,0,0,1,2.247775467,1,0,0,0,0,0,1,23,35.82094436
16/02/2012 00:00,winter,not holiday,workingday,Normal,12.3,15.15,70,8.9981,16/02/2012,2012,2,5,0,0.7,17.89712619,0.250962898,0.260832138,0.255897518,1,0,0,0,0,1,0,2.255897518,1,0,0,0,0,1,0,0,7.20510106
16/02/2012 01:00,winter,not holiday,workingday,Normal,12.3,16.665,70,0,16/02/2012,2012,2,5,1,0.7,11.59845619,0.149290822,0.304304161,0.226797492,1,0,0,0,0,1,0,2.226797492,1,0,0,0,0,1,0,1,0
16/02/2012 02:00,winter,not holiday,workingday,Normal,12.3,15.91,70,6.0032,16/02/2012,2012,2,5,2,0.7,15.80069619,0.217122677,0.282639885,0.249881281,1,0,0,0,0,1,0,2.249881281,1,0,0,0,0,1,0,2,0
16/02/2012 03:00,winter,not holiday,workingday,Normal,12.3,16.665,61,0,16/02/2012,2012,2,5,3,0.61,11.17436897,0.142445277,0.304304161,0.223374719,1,0,0,0,0,1,0,2.223374719,1,0,0,0,0,1,0,3,0
16/02/2012 04:00,winter,not holiday,workingday,Bad,12.3,15.91,70,6.0032,16/02/2012,2012,2,5,4,0.7,15.80069619,0.217122677,0.282639885,0.249881281,1,0,0,0,0,0,1,2.249881281,1,0,0,0,0,0,1,4,0
16/02/2012 05:00,winter,not holiday,workingday,Normal,12.3,16.665,70,0,16/02/2012,2012,2,5,5,0.7,11.59845619,0.149290822,0.304304161,0.226797492,1,0,0,0,0,1,0,2.226797492,1,0,0,0,0,1,0,5,0
16/02/2012 06:00,winter,not holiday,workingday,Normal,12.3,15.91,70,6.0032,16/02/2012,2012,2,5,6,0.7,15.80069619,0.217122677,0.282639885,0.249881281,1,0,0,0,0,1,0,2.249881281,1,0,0,0,0,1,0,6,35.50216553
16/02/2012 07:00,winter,not holiday,workingday,Normal,12.3,15.15,70,8.9981,16/02/2012,2012,2,5,7,0.7,17.89712619,0.250962898,0.260832138,0.255897518,1,0,0,0,0,1,0,2.255897518,1,0,0,0,0,1,0,7,172.0518656
16/02/2012 08:00,winter,not holiday,workingday,Normal,12.3,15.91,70,6.0032,16/02/2012,2012,2,5,8,0.7,15.80069619,0.217122677,0.282639885,0.249881281,1,0,0,0,0,1,0,2.249881281,1,0,0,0,0,1,0,8,304.1417031
16/02/2012 09:00,winter,not holiday,workingday,Normal,12.3,15.15,70,11.0014,16/02/2012,2012,2,5,9,0.7,19.29943619,0.273598751,0.260832138,0.267215445,1,0,0,0,0,1,0,2.267215445,1,0,0,0,0,1,0,9,174.2768561
16/02/2012 10:00,winter,not holiday,workingday,Bad,13.12,16.665,70,8.9981,16/02/2012,2012,2,5,10,0.7,18.89903473,0.267135538,0.304304161,0.285719849,1,0,0,0,0,0,1,2.285719849,1,0,0,0,0,0,1,10,131.0761036
16/02/2012 11:00,winter,not holiday,workingday,Bad,13.12,16.665,70,7.0015,16/02/2012,2012,2,5,11,0.7,17.50141473,0.24457539,0.304304161,0.274439775,1,0,0,0,0,0,1,2.274439775,1,0,0,0,0,0,1,11,151.5939928
16/02/2012 12:00,winter,not holiday,workingday,Bad,13.12,16.665,76,6.0032,16/02/2012,2012,2,5,12,0.76,17.10092171,0.238110699,0.304304161,0.27120743,1,0,0,0,0,0,1,2.27120743,1,0,0,0,0,0,1,12,200.5555962
16/02/2012 13:00,winter,not holiday,workingday,Bad,13.94,15.91,71,16.9979,16/02/2012,2012,2,5,13,0.71,25.56199403,0.374687911,0.282639885,0.328663898,1,0,0,0,0,0,1,2.328663898,1,0,0,0,0,0,1,13,205.2890497
16/02/2012 14:00,winter,not holiday,workingday,Bad,13.12,15.91,81,12.998,16/02/2012,2012,2,5,14,0.81,22.24587919,0.321159741,0.282639885,0.301899813,1,0,0,0,0,0,1,2.301899813,1,0,0,0,0,0,1,14,186.8636313
16/02/2012 15:00,winter,not holiday,workingday,Bad,13.94,18.18,76,0,16/02/2012,2012,2,5,15,0.76,13.92567981,0.186856476,0.347776184,0.26731633,1,0,0,0,0,0,1,2.26731633,1,0,0,0,0,0,1,15,188.2236939
16/02/2012 16:00,winter,not holiday,workingday,Bad,13.94,18.18,81,0,16/02/2012,2012,2,5,16,0.81,14.18789559,0.191089119,0.347776184,0.269432651,1,0,0,0,0,0,1,2.269432651,1,0,0,0,0,0,1,16,247.724115
16/02/2012 17:00,winter,not holiday,workingday,Bad,13.94,18.18,87,0,16/02/2012,2012,2,5,17,0.87,14.50255452,0.196168291,0.347776184,0.271972237,1,0,0,0,0,0,1,2.271972237,1,0,0,0,0,0,1,17,351.0336163
16/02/2012 18:00,winter,not holiday,workingday,Bad,13.94,16.665,87,8.9981,16/02/2012,2012,2,5,18,0.87,20.80122452,0.297840367,0.304304161,0.301072264,1,0,0,0,0,0,1,2.301072264,1,0,0,0,0,0,1,18,330.4358402
16/02/2012 19:00,winter,not holiday,workingday,Normal,13.12,15.91,87,11.0014,16/02/2012,2012,2,5,19,0.87,21.14657617,0.303414975,0.282639885,0.29302743,1,0,0,0,0,1,0,2.29302743,1,0,0,0,0,1,0,19,253.3142248
16/02/2012 20:00,winter,not holiday,workingday,Normal,13.12,16.665,87,8.9981,16/02/2012,2012,2,5,20,0.87,19.74426617,0.280779122,0.304304161,0.292541642,1,0,0,0,0,1,0,2.292541642,1,0,0,0,0,1,0,20,170.9015033
16/02/2012 21:00,winter,not holiday,workingday,Normal,13.94,17.425,81,7.0015,16/02/2012,2012,2,5,21,0.81,19.08894559,0.270201047,0.326111908,0.298156478,1,0,0,0,0,1,0,2.298156478,1,0,0,0,0,1,0,21,128.1154063
16/02/2012 22:00,winter,not holiday,workingday,Normal,13.12,17.425,81,0,16/02/2012,2012,2,5,22,0.81,13.14727919,0.174291664,0.326111908,0.250201786,1,0,0,0,0,1,0,2.250201786,1,0,0,0,0,1,0,22,77.27069475
16/02/2012 23:00,winter,not holiday,workingday,Good,13.12,16.665,81,6.0032,16/02/2012,2012,2,5,23,0.81,17.34951919,0.242123518,0.304304161,0.273213839,1,0,0,0,1,0,0,2.273213839,1,0,0,0,1,0,0,23,42.81136357
16/03/2012 00:00,winter,not holiday,workingday,Good,18.04,21.97,77,16.9979,16/03/2012,2012,3,6,0,0.77,31.18372961,0.465433025,0.456527977,0.460980501,1,0,0,0,1,0,0,2.460980501,1,0,0,0,1,0,0,0,63.56153775
16/03/2012 01:00,winter,not holiday,workingday,Normal,17.22,21.21,82,22.0028,16/03/2012,2012,3,6,1,0.82,33.92666136,0.50970897,0.43472023,0.4722146,1,0,0,0,0,1,0,2.4722146,1,0,0,0,0,1,0,1,48.13668013
16/03/2012 02:00,winter,not holiday,workingday,Normal,17.22,21.21,82,12.998,16/03/2012,2012,3,6,2,0.82,27.62330136,0.407961189,0.43472023,0.421340709,1,0,0,0,0,1,0,2.421340709,1,0,0,0,0,1,0,2,24.34628481
16/03/2012 03:00,winter,not holiday,workingday,Normal,16.4,20.455,87,19.0012,16/03/2012,2012,3,6,3,0.87,31.04399045,0.463177379,0.413055954,0.438116666,1,0,0,0,0,1,0,2.438116666,1,0,0,0,0,1,0,3,16.47637189
16/03/2012 04:00,winter,not holiday,workingday,Normal,16.4,20.455,87,16.9979,16/03/2012,2012,3,6,4,0.87,29.64168045,0.440541526,0.413055954,0.42679874,1,0,0,0,0,1,0,2.42679874,1,0,0,0,0,1,0,4,12.5481585
16/03/2012 05:00,winter,not holiday,workingday,Normal,16.4,20.455,87,15.0013,16/03/2012,2012,3,6,5,0.87,28.24406045,0.417981378,0.413055954,0.415518666,1,0,0,0,0,1,0,2.415518666,1,0,0,0,0,1,0,5,24.30811585
16/03/2012 06:00,winter,not holiday,workingday,Normal,16.4,20.455,87,11.0014,16/03/2012,2012,3,6,6,0.87,25.44413045,0.372785377,0.413055954,0.392920665,1,0,0,0,0,1,0,2.392920665,1,0,0,0,0,1,0,6,74.80913242
16/03/2012 07:00,winter,not holiday,workingday,Normal,16.4,20.455,87,12.998,16/03/2012,2012,3,6,7,0.87,26.84175045,0.395345525,0.413055954,0.404200739,1,0,0,0,0,1,0,2.404200739,1,0,0,0,0,1,0,7,212.8053254
16/03/2012 08:00,winter,not holiday,workingday,Normal,16.4,20.455,87,15.0013,16/03/2012,2012,3,6,8,0.87,28.24406045,0.417981378,0.413055954,0.415518666,1,0,0,0,0,1,0,2.415518666,1,0,0,0,0,1,0,8,349.6585601
16/03/2012 09:00,winter,not holiday,workingday,Normal,17.22,21.21,82,0,16/03/2012,2012,3,6,9,0.82,18.52470136,0.261093112,0.43472023,0.347906671,1,0,0,0,0,1,0,2.347906671,1,0,0,0,0,1,0,9,196.4506606
16/03/2012 10:00,winter,not holiday,workingday,Normal,16.4,20.455,87,6.0032,16/03/2012,2012,3,6,10,0.87,21.94539045,0.316309302,0.413055954,0.364682628,1,0,0,0,0,1,0,2.364682628,1,0,0,0,0,1,0,10,152.7749338
16/03/2012 11:00,winter,not holiday,workingday,Normal,18.04,21.97,77,0,16/03/2012,2012,3,6,11,0.77,19.28519961,0.273368947,0.456527977,0.364948462,1,0,0,0,0,1,0,2.364948462,1,0,0,0,0,1,0,11,176.4656179
16/03/2012 12:00,winter,not holiday,workingday,Normal,18.04,21.97,82,8.9981,16/03/2012,2012,3,6,12,0.82,25.92446699,0.380538889,0.456527977,0.418533433,1,0,0,0,0,1,0,2.418533433,1,0,0,0,0,1,0,12,241.0405182
16/03/2012 13:00,winter,not holiday,workingday,Normal,18.86,22.725,77,6.0032,16/03/2012,2012,3,6,13,0.77,24.5835596,0.358894186,0.478192253,0.418543219,1,0,0,0,0,1,0,2.418543219,1,0,0,0,0,1,0,13,229.9877263
16/03/2012 14:00,winter,not holiday,workingday,Normal,19.68,23.485,72,0,16/03/2012,2012,3,6,14,0.72,21.11279794,0.302869733,0.5,0.401434867,1,0,0,0,0,1,0,2.401434867,1,0,0,0,0,1,0,14,214.2156859
16/03/2012 15:00,winter,not holiday,workingday,Bad,18.86,22.725,82,7.0015,16/03/2012,2012,3,6,15,0.82,25.64089685,0.375961547,0.478192253,0.4270769,1,0,0,0,0,0,1,2.4270769,1,0,0,0,0,0,1,15,232.1256125
16/03/2012 16:00,winter,not holiday,workingday,Bad,19.68,23.485,77,0,16/03/2012,2012,3,6,16,0.77,21.49007558,0.308959685,0.5,0.404479843,1,0,0,0,0,0,1,2.404479843,1,0,0,0,0,0,1,16,284.8348414
16/03/2012 17:00,winter,not holiday,workingday,Bad,19.68,23.485,82,6.0032,16/03/2012,2012,3,6,17,0.82,26.06959321,0.382881492,0.5,0.441440746,1,0,0,0,0,0,1,2.441440746,1,0,0,0,0,0,1,17,397.6032591
16/03/2012 18:00,winter,not holiday,workingday,Bad,19.68,23.485,82,6.0032,16/03/2012,2012,3,6,18,0.82,26.06959321,0.382881492,0.5,0.441440746,1,0,0,0,0,0,1,2.441440746,1,0,0,0,0,0,1,18,369.0088479
16/03/2012 19:00,winter,not holiday,workingday,Normal,18.86,22.725,88,0,16/03/2012,2012,3,6,19,0.88,21.17007954,0.303794363,0.478192253,0.390993308,1,0,0,0,0,1,0,2.390993308,1,0,0,0,0,1,0,19,280.2350726
16/03/2012 20:00,winter,not holiday,workingday,Good,18.86,22.725,88,0,16/03/2012,2012,3,6,20,0.88,21.17007954,0.303794363,0.478192253,0.390993308,1,0,0,0,1,0,0,2.390993308,1,0,0,0,1,0,0,20,197.9558449
16/03/2012 21:00,winter,not holiday,workingday,Normal,18.04,21.97,94,0,16/03/2012,2012,3,6,21,0.94,20.4432307,0.292061691,0.456527977,0.374294834,1,0,0,0,0,1,0,2.374294834,1,0,0,0,0,1,0,21,149.0380903
16/03/2012 22:00,winter,not holiday,workingday,Normal,18.04,21.97,94,0,16/03/2012,2012,3,6,22,0.94,20.4432307,0.292061691,0.456527977,0.374294834,1,0,0,0,0,1,0,2.374294834,1,0,0,0,0,1,0,22,111.3712422
16/03/2012 23:00,winter,not holiday,workingday,Normal,18.04,21.97,94,0,16/03/2012,2012,3,6,23,0.94,20.4432307,0.292061691,0.456527977,0.374294834,1,0,0,0,0,1,0,2.374294834,1,0,0,0,0,1,0,23,70.58823999
16/04/2012 00:00,spring,holiday,not workingday,Good,26.24,31.06,53,22.0028,16/04/2012,2012,4,2,0,0.53,43.58660464,0.665638156,0.717360115,0.691499135,0,1,0,0,1,0,0,2.691499135,0,1,0,0,1,0,0,0,126.9076459
16/04/2012 01:00,spring,holiday,not workingday,Good,25.42,30.305,61,23.9994,16/04/2012,2012,4,2,1,0.61,44.73780656,0.684220664,0.695695839,0.689958252,0,1,0,0,1,0,0,2.689958252,0,1,0,0,1,0,0,1,107.9722461
16/04/2012 02:00,spring,holiday,not workingday,Good,24.6,30.305,64,16.9979,16/04/2012,2012,4,2,2,0.64,39.01177722,0.591792058,0.695695839,0.643743949,0,1,0,0,1,0,0,2.643743949,0,1,0,0,1,0,0,2,85.46229703
16/04/2012 03:00,spring,holiday,not workingday,Good,23.78,27.275,68,12.998,16/04/2012,2012,4,2,3,0.68,35.46748034,0.534580611,0.608751793,0.571666202,0,1,0,0,1,0,0,2.571666202,0,1,0,0,1,0,0,3,53.17554539
16/04/2012 04:00,spring,holiday,not workingday,Good,22.14,25.76,77,15.0013,16/04/2012,2012,4,2,4,0.77,35.39800584,0.533459166,0.56527977,0.549369468,0,1,0,0,1,0,0,2.549369468,0,1,0,0,1,0,0,4,46.23037527
16/04/2012 05:00,spring,holiday,not workingday,Good,22.14,25.76,77,15.0013,16/04/2012,2012,4,2,5,0.77,35.39800584,0.533459166,0.56527977,0.549369468,0,1,0,0,1,0,0,2.549369468,0,1,0,0,1,0,0,5,61.09007675
16/04/2012 06:00,spring,holiday,not workingday,Good,21.32,25,83,11.0014,16/04/2012,2012,4,2,6,0.83,31.94927574,0.477790342,0.543472023,0.510631183,0,1,0,0,1,0,0,2.510631183,0,1,0,0,1,0,0,6,107.1557719
16/04/2012 07:00,spring,holiday,not workingday,Good,21.32,25,83,8.9981,16/04/2012,2012,4,2,7,0.83,30.54696574,0.455154489,0.543472023,0.499313256,0,1,0,0,1,0,0,2.499313256,0,1,0,0,1,0,0,7,238.9420748
16/04/2012 08:00,spring,holiday,not workingday,Normal,22.96,26.515,83,11.0014,16/04/2012,2012,4,2,8,0.83,34.3157441,0.515989478,0.586944046,0.551466762,0,1,0,0,0,1,0,2.551466762,0,1,0,0,0,1,0,8,387.0168536
16/04/2012 09:00,spring,holiday,not workingday,Good,25.42,30.305,69,15.0013,16/04/2012,2012,4,2,9,0.69,39.29398594,0.596347424,0.695695839,0.646021632,0,1,0,0,1,0,0,2.646021632,0,1,0,0,1,0,0,9,278.3721184
16/04/2012 10:00,spring,holiday,not workingday,Good,25.42,30.305,69,16.9979,16/04/2012,2012,4,2,10,0.69,40.69160594,0.618907572,0.695695839,0.657301706,0,1,0,0,1,0,0,2.657301706,0,1,0,0,1,0,0,10,233.1861327
16/04/2012 11:00,spring,holiday,not workingday,Good,26.24,30.305,65,16.9979,16/04/2012,2012,4,2,11,0.65,41.42913192,0.630812592,0.695695839,0.663254216,0,1,0,0,1,0,0,2.663254216,0,1,0,0,1,0,0,11,258.4395052
16/04/2012 12:00,spring,holiday,not workingday,Good,27.88,31.82,57,16.9979,16/04/2012,2012,4,2,12,0.57,42.81631087,0.653204203,0.739167862,0.696186032,0,1,0,0,1,0,0,2.696186032,0,1,0,0,1,0,0,12,317.3389557
16/04/2012 13:00,spring,holiday,not workingday,Good,30.34,33.335,45,19.9995,16/04/2012,2012,4,2,13,0.45,46.7426375,0.716582309,0.782639885,0.749611097,0,1,0,0,1,0,0,2.749611097,0,1,0,0,1,0,0,13,320.9645867
16/04/2012 14:00,spring,holiday,not workingday,Good,31.16,34.09,45,22.0028,16/04/2012,2012,4,2,14,0.45,49.27112597,0.757396747,0.804304161,0.780850454,0,1,0,0,1,0,0,2.780850454,0,1,0,0,1,0,0,14,318.4784102
16/04/2012 15:00,spring,holiday,not workingday,Good,32.8,34.85,33,30.0026,16/04/2012,2012,4,2,15,0.33,55.19907271,0.85308467,0.826111908,0.839598289,0,1,0,0,1,0,0,2.839598289,0,1,0,0,1,0,0,15,345.4857521
16/04/2012 16:00,spring,holiday,not workingday,Good,32.8,34.85,33,31.0009,16/04/2012,2012,4,2,16,0.33,55.89788271,0.864364744,0.826111908,0.845238326,0,1,0,0,1,0,0,2.845238326,0,1,0,0,1,0,0,16,405.9544839
16/04/2012 17:00,spring,holiday,not workingday,Good,32.8,34.85,33,26.0027,16/04/2012,2012,4,2,17,0.33,52.39914271,0.807888669,0.826111908,0.817000289,0,1,0,0,1,0,0,2.817000289,0,1,0,0,1,0,0,17,500.8063494
16/04/2012 18:00,spring,holiday,not workingday,Good,32.8,34.85,31,26.0027,16/04/2012,2012,4,2,18,0.31,52.07203649,0.802608575,0.826111908,0.814360242,0,1,0,0,1,0,0,2.814360242,0,1,0,0,1,0,0,18,471.4864579
16/04/2012 19:00,spring,holiday,not workingday,Good,31.16,33.335,35,26.0027,16/04/2012,2012,4,2,19,0.35,50.5801302,0.778526474,0.782639885,0.780583179,0,1,0,0,1,0,0,2.780583179,0,1,0,0,1,0,0,19,387.2936721
16/04/2012 20:00,spring,holiday,not workingday,Good,30.34,32.575,37,19.9995,16/04/2012,2012,4,2,20,0.37,45.60432861,0.698207918,0.760832138,0.729520028,0,1,0,0,1,0,0,2.729520028,0,1,0,0,1,0,0,20,290.9823818
16/04/2012 21:00,spring,holiday,not workingday,Good,27.88,31.82,51,16.9979,16/04/2012,2012,4,2,21,0.51,42.07549183,0.641246026,0.739167862,0.690206944,0,1,0,0,1,0,0,2.690206944,0,1,0,0,1,0,0,21,235.8501728
16/04/2012 22:00,spring,holiday,not workingday,Good,27.88,31.82,51,16.9979,16/04/2012,2012,4,2,22,0.51,42.07549183,0.641246026,0.739167862,0.690206944,0,1,0,0,1,0,0,2.690206944,0,1,0,0,1,0,0,22,198.1833248
16/04/2012 23:00,spring,holiday,not workingday,Good,28.7,31.82,45,19.9995,16/04/2012,2012,4,2,23,0.45,44.52653225,0.68081031,0.739167862,0.709989086,0,1,0,0,1,0,0,2.709989086,0,1,0,0,1,0,0,23,162.8364197
16/05/2012 00:00,spring,not holiday,workingday,Normal,23.78,27.275,88,0,16/05/2012,2012,5,4,0,0.88,28.30678632,0.418993888,0.608751793,0.513872841,0,1,0,0,0,1,0,2.513872841,0,1,0,0,0,1,0,0,78.09625808
16/05/2012 01:00,spring,not holiday,workingday,Normal,23.78,27.275,88,8.9981,16/05/2012,2012,5,4,1,0.88,34.60545632,0.520665964,0.608751793,0.564708879,0,1,0,0,0,1,0,2.564708879,0,1,0,0,0,1,0,1,73.55394251
16/05/2012 02:00,spring,not holiday,workingday,Good,22.96,26.515,94,12.998,16/05/2012,2012,5,4,2,0.94,36.72785091,0.554925302,0.586944046,0.570934674,0,1,0,0,1,0,0,2.570934674,0,1,0,0,1,0,0,2,65.45443865
16/05/2012 03:00,spring,not holiday,workingday,Good,22.96,26.515,88,7.0015,16/05/2012,2012,5,4,3,0.88,31.97694447,0.478236966,0.586944046,0.532590506,0,1,0,0,1,0,0,2.532590506,0,1,0,0,1,0,0,3,42.43761396
16/05/2012 04:00,spring,not holiday,workingday,Good,22.14,25.76,94,8.9981,16/05/2012,2012,5,4,4,0.94,32.68759219,0.489708123,0.56527977,0.527493947,0,1,0,0,1,0,0,2.527493947,0,1,0,0,1,0,0,4,40.21902111
16/05/2012 05:00,spring,not holiday,workingday,Good,22.14,25.76,94,7.0015,16/05/2012,2012,5,4,5,0.94,31.28997219,0.467147975,0.56527977,0.516213873,0,1,0,0,1,0,0,2.516213873,0,1,0,0,1,0,0,5,51.97897846
16/05/2012 06:00,spring,not holiday,workingday,Good,22.14,25.76,94,6.0032,16/05/2012,2012,5,4,6,0.94,30.59116219,0.455867901,0.56527977,0.510573836,0,1,0,0,1,0,0,2.510573836,0,1,0,0,1,0,0,6,107.1400131
16/05/2012 07:00,spring,not holiday,workingday,Good,22.96,26.515,83,0,16/05/2012,2012,5,4,7,0.83,26.6147641,0.391681549,0.586944046,0.489312797,0,1,0,0,1,0,0,2.489312797,0,1,0,0,1,0,0,7,236.1939667
16/05/2012 08:00,spring,not holiday,workingday,Good,23.78,27.275,83,0,16/05/2012,2012,5,4,8,0.83,27.82230982,0.41117355,0.608751793,0.509962672,0,1,0,0,1,0,0,2.509962672,0,1,0,0,1,0,0,8,375.6116038
16/05/2012 09:00,spring,not holiday,workingday,Normal,24.6,28.79,78,8.9981,16/05/2012,2012,5,4,9,0.78,34.83669005,0.5243985,0.652223816,0.588311158,0,1,0,0,0,1,0,2.588311158,0,1,0,0,0,1,0,9,262.5133836
16/05/2012 10:00,spring,not holiday,workingday,Good,27.06,31.06,61,0,16/05/2012,2012,5,4,10,0.61,30.23959397,0.450192945,0.717360115,0.58377653,0,1,0,0,1,0,0,2.58377653,0,1,0,0,1,0,0,10,212.9815461
16/05/2012 11:00,spring,not holiday,workingday,Good,28.7,32.575,54,8.9981,16/05/2012,2012,5,4,11,0.54,37.99092871,0.575313692,0.760832138,0.668072915,0,1,0,0,1,0,0,2.668072915,0,1,0,0,1,0,0,11,259.7636751
16/05/2012 12:00,spring,not holiday,workingday,Good,28.7,32.575,54,12.998,16/05/2012,2012,5,4,12,0.54,40.79085871,0.620509693,0.760832138,0.690670915,0,1,0,0,1,0,0,2.690670915,0,1,0,0,1,0,0,12,315.8234114
16/05/2012 13:00,spring,not holiday,workingday,Good,29.52,32.575,42,0,16/05/2012,2012,5,4,13,0.42,31.22176153,0.46604693,0.760832138,0.613439534,0,1,0,0,1,0,0,2.613439534,0,1,0,0,1,0,0,13,283.5448847
16/05/2012 14:00,spring,not holiday,workingday,Good,29.52,32.575,42,6.0032,16/05/2012,2012,5,4,14,0.42,35.42400153,0.533878784,0.760832138,0.647355461,0,1,0,0,1,0,0,2.647355461,0,1,0,0,1,0,0,14,281.7942251
16/05/2012 15:00,spring,not holiday,workingday,Normal,29.52,33.335,48,7.0015,16/05/2012,2012,5,4,15,0.48,36.93734889,0.558306983,0.782639885,0.670473434,0,1,0,0,0,1,0,2.670473434,0,1,0,0,0,1,0,15,299.0105447
16/05/2012 16:00,spring,not holiday,workingday,Good,29.52,32.575,45,7.0015,16/05/2012,2012,5,4,16,0.45,36.53008021,0.551732921,0.760832138,0.656282529,0,1,0,0,1,0,0,2.656282529,0,1,0,0,1,0,0,16,354.029769
16/05/2012 17:00,spring,not holiday,workingday,Good,29.52,33.335,51,12.998,16/05/2012,2012,5,4,17,0.51,41.54216757,0.632637195,0.782639885,0.70763854,0,1,0,0,1,0,0,2.70763854,0,1,0,0,1,0,0,17,470.7539366
16/05/2012 18:00,spring,not holiday,workingday,Good,29.52,33.335,51,15.0013,16/05/2012,2012,5,4,18,0.51,42.94447757,0.655273048,0.782639885,0.718956467,0,1,0,0,1,0,0,2.718956467,0,1,0,0,1,0,0,18,445.2696713
16/05/2012 19:00,spring,not holiday,workingday,Good,28.7,32.575,54,19.0012,16/05/2012,2012,5,4,19,0.54,44.99309871,0.688341547,0.760832138,0.724586843,0,1,0,0,1,0,0,2.724586843,0,1,0,0,1,0,0,19,371.905979
16/05/2012 20:00,spring,not holiday,workingday,Good,27.06,31.06,65,16.9979,16/05/2012,2012,5,4,20,0.65,42.60891701,0.649856486,0.717360115,0.6836083,0,1,0,0,1,0,0,2.6836083,0,1,0,0,1,0,0,20,278.3659212
16/05/2012 21:00,spring,not holiday,workingday,Good,26.24,30.305,73,12.998,16/05/2012,2012,5,4,21,0.73,39.52650677,0.600100736,0.695695839,0.647898288,0,1,0,0,1,0,0,2.647898288,0,1,0,0,1,0,0,21,224.2238297
16/05/2012 22:00,spring,not holiday,workingday,Good,26.24,30.305,73,11.0014,16/05/2012,2012,5,4,22,0.73,38.12888677,0.577540588,0.695695839,0.636618214,0,1,0,0,1,0,0,2.636618214,0,1,0,0,1,0,0,22,183.4572376
16/05/2012 23:00,spring,not holiday,workingday,Good,25.42,29.545,78,7.0015,16/05/2012,2012,5,4,23,0.78,34.6558315,0.521479112,0.673888092,0.597683602,0,1,0,0,1,0,0,2.597683602,0,1,0,0,1,0,0,23,131.9750737
16/06/2012 00:00,spring,not holiday,not workingday,Good,23.78,27.275,56,8.9981,16/06/2012,2012,6,7,0,0.56,31.50480675,0.470615798,0.608751793,0.539683796,0,1,0,0,1,0,0,2.539683796,0,1,0,0,1,0,0,0,85.18906233
16/06/2012 01:00,spring,not holiday,not workingday,Good,22.96,26.515,56,0,16/06/2012,2012,6,7,1,0.56,24.12466012,0.351486708,0.586944046,0.469215377,0,1,0,0,1,0,0,2.469215377,0,1,0,0,1,0,0,1,47.31249906
