"datetime","season","holiday","workingday","weather","temp","casual","registered","count"
"2011-05-06 02:00:00",2,0,1,1,15.58,1,15,16
"2011-05-06 03:00:00",2,0,1,1,14.76,3,6,9
"2011-05-06 04:00:00",2,0,1,1,14.76,0,1,1
"2011-05-06 05:00:00",2,0,1,1,13.94,0,16,16
"2011-05-06 06:00:00",2,0,1,1,14.76,8,74,82
"2011-05-06 07:00:00",2,0,1,1,16.4,20,202,222
"2011-05-06 08:00:00",2,0,1,1,17.22,35,415,450
"2011-05-06 09:00:00",2,0,1,1,18.86,27,161,188
"2011-05-06 10:00:00",2,0,1,2,22.14,30,97,127
"2011-05-06 11:00:00",2,0,1,2,22.14,42,123,165
"2011-05-06 12:00:00",2,0,1,1,22.96,48,198,246
"2011-05-06 13:00:00",2,0,1,1,23.78,71,182,253
"2011-05-06 14:00:00",2,0,1,1,24.6,86,127,213
"2011-05-06 15:00:00",2,0,1,1,24.6,89,171,260
"2011-05-06 16:00:00",2,0,1,1,24.6,82,262,344
"2011-05-06 17:00:00",2,0,1,1,23.78,83,470,553
"2011-05-06 18:00:00",2,0,1,3,22.14,85,385,470
"2011-05-06 19:00:00",2,0,1,3,22.14,39,253,292
"2011-05-06 20:00:00",2,0,1,1,21.32,29,161,190
"2011-05-06 21:00:00",2,0,1,1,19.68,22,130,152
"2011-05-06 22:00:00",2,0,1,1,18.86,46,105,151
"2011-05-06 23:00:00",2,0,1,1,18.04,27,93,120
"2011-05-07 00:00:00",2,0,0,1,17.22,10,76,86
"2011-05-07 01:00:00",2,0,0,1,17.22,8,50,58
"2011-05-07 02:00:00",2,0,0,1,17.22,5,47,52
"2011-05-07 03:00:00",2,0,0,1,17.22,9,9,18
"2011-05-07 04:00:00",2,0,0,1,16.4,1,4,5
"2011-05-07 05:00:00",2,0,0,1,18.86,4,3,7
"2011-05-07 06:00:00",2,0,0,1,17.22,1,12,13
"2011-05-07 07:00:00",2,0,0,1,19.68,8,32,40
"2011-05-07 08:00:00",2,0,0,1,21.32,19,96,115
"2011-05-07 09:00:00",2,0,0,1,22.14,54,164,218
"2011-05-07 10:00:00",2,0,0,1,22.96,90,208,298
"2011-05-07 11:00:00",2,0,0,1,22.96,132,215,347
"2011-05-07 12:00:00",2,0,0,1,24.6,129,244,373
"2011-05-07 13:00:00",2,0,0,1,24.6,196,240,436
"2011-05-07 14:00:00",2,0,0,3,24.6,143,235,378
"2011-05-07 15:00:00",2,0,0,1,24.6,148,230,378
"2011-05-07 16:00:00",2,0,0,1,24.6,119,223,342
"2011-05-07 17:00:00",2,0,0,1,23.78,138,216,354
"2011-05-07 18:00:00",2,0,0,1,23.78,114,175,289
"2011-05-07 19:00:00",2,0,0,1,22.96,88,179,267
"2011-05-07 20:00:00",2,0,0,1,22.96,82,137,219
"2011-05-07 21:00:00",2,0,0,1,22.14,58,124,182
"2011-05-07 22:00:00",2,0,0,1,22.14,26,94,120
"2011-05-07 23:00:00",2,0,0,1,20.5,30,89,119
"2011-05-08 00:00:00",2,0,0,2,20.5,22,78,100
"2011-05-08 01:00:00",2,0,0,2,21.32,8,56,64
"2011-05-08 02:00:00",2,0,0,1,19.68,17,42,59
"2011-05-08 03:00:00",2,0,0,1,18.86,10,21,31
"2011-05-08 04:00:00",2,0,0,1,17.22,2,8,10
"2011-05-08 05:00:00",2,0,0,2,18.04,0,5,5
"2011-05-08 06:00:00",2,0,0,2,18.04,2,4,6
"2011-05-08 07:00:00",2,0,0,2,18.86,8,15,23
"2011-05-08 08:00:00",2,0,0,1,21.32,28,58,86
"2011-05-08 09:00:00",2,0,0,1,22.96,48,112,160
"2011-05-08 10:00:00",2,0,0,1,23.78,91,153,244
"2011-05-08 11:00:00",2,0,0,1,23.78,142,198,340
"2011-05-08 12:00:00",2,0,0,1,24.6,139,243,382
"2011-05-08 13:00:00",2,0,0,1,24.6,166,224,390
"2011-05-08 14:00:00",2,0,0,1,24.6,126,240,366
"2011-05-08 15:00:00",2,0,0,1,24.6,128,230,358
"2011-05-08 16:00:00",2,0,0,1,24.6,122,263,385
"2011-05-08 17:00:00",2,0,0,3,23.78,106,245,351
"2011-05-08 18:00:00",2,0,0,1,23.78,63,205,268
"2011-05-08 19:00:00",2,0,0,1,22.96,61,178,239
"2011-05-08 20:00:00",2,0,0,1,21.32,42,132,174
"2011-05-08 21:00:00",2,0,0,1,21.32,32,95,127
"2011-05-08 22:00:00",2,0,0,1,20.5,29,86,115
"2011-05-08 23:00:00",2,0,0,1,18.86,9,41,50
"2011-05-09 00:00:00",2,0,1,1,18.86,31,22,53
"2011-05-09 01:00:00",2,0,1,1,18.04,25,8,33
"2011-05-09 02:00:00",2,0,1,1,18.04,6,2,8
"2011-05-09 03:00:00",2,0,1,1,18.86,0,7,7
"2011-05-09 04:00:00",2,0,1,1,17.22,0,4,4
"2011-05-09 05:00:00",2,0,1,1,17.22,0,23,23
"2011-05-09 06:00:00",2,0,1,1,18.04,2,87,89
"2011-05-09 07:00:00",2,0,1,1,19.68,16,221,237
"2011-05-09 08:00:00",2,0,1,1,21.32,23,351,374
"2011-05-09 09:00:00",2,0,1,1,22.14,36,142,178
"2011-05-09 10:00:00",2,0,1,1,22.96,24,95,119
"2011-05-09 11:00:00",2,0,1,1,24.6,26,99,125
"2011-05-09 12:00:00",2,0,1,1,24.6,35,160,195
"2011-05-09 13:00:00",2,0,1,1,25.42,36,138,174
"2011-05-09 14:00:00",2,0,1,1,25.42,44,118,162
"2011-05-09 15:00:00",2,0,1,1,25.42,51,148,199
"2011-05-09 16:00:00",2,0,1,1,26.24,49,255,304
"2011-05-09 17:00:00",2,0,1,1,25.42,59,539,598
"2011-05-09 18:00:00",2,0,1,1,25.42,66,458,524
"2011-05-09 19:00:00",2,0,1,1,23.78,45,339,384
"2011-05-09 20:00:00",2,0,1,1,22.14,25,214,239
"2011-05-09 21:00:00",2,0,1,1,21.32,28,128,156
"2011-05-09 22:00:00",2,0,1,1,21.32,21,95,116
"2011-05-09 23:00:00",2,0,1,1,20.5,16,45,61
"2011-05-10 00:00:00",2,0,1,1,19.68,6,12,18
"2011-05-10 01:00:00",2,0,1,1,18.86,3,12,15
"2011-05-10 02:00:00",2,0,1,1,18.04,1,4,5
"2011-05-10 03:00:00",2,0,1,1,18.04,1,3,4
"2011-05-10 04:00:00",2,0,1,1,17.22,0,2,2
"2011-05-10 05:00:00",2,0,1,1,16.4,1,28,29
"2011-05-10 06:00:00",2,0,1,1,17.22,9,103,112
"2011-05-10 07:00:00",2,0,1,2,18.04,13,301,314
"2011-05-10 08:00:00",2,0,1,2,20.5,28,397,425
"2011-05-10 09:00:00",2,0,1,2,21.32,29,176,205
"2011-05-10 10:00:00",2,0,1,2,22.96,27,100,127
"2011-05-10 11:00:00",2,0,1,2,22.96,17,108,125
"2011-05-10 12:00:00",2,0,1,2,24.6,47,170,217
"2011-05-10 13:00:00",2,0,1,2,25.42,50,152,202
"2011-05-10 14:00:00",2,0,1,2,25.42,42,134,176
"2011-05-10 15:00:00",2,0,1,2,26.24,28,152,180
"2011-05-10 16:00:00",2,0,1,1,27.06,56,271,327
"2011-05-10 17:00:00",2,0,1,1,26.24,79,532,611
"2011-05-10 18:00:00",2,0,1,1,26.24,70,480,550
"2011-05-10 19:00:00",2,0,1,1,24.6,69,365,434
"2011-05-10 20:00:00",2,0,1,1,22.14,50,241,291
"2011-05-10 21:00:00",2,0,1,1,22.14,30,173,203
"2011-05-10 22:00:00",2,0,1,1,21.32,29,121,150
"2011-05-10 23:00:00",2,0,1,2,21.32,9,72,81
"2011-05-11 00:00:00",2,0,1,2,21.32,8,30,38
"2011-05-11 01:00:00",2,0,1,2,20.5,4,16,20
"2011-05-11 02:00:00",2,0,1,1,21.32,6,4,10
"2011-05-11 03:00:00",2,0,1,1,20.5,0,3,3
"2011-05-11 04:00:00",2,0,1,2,19.68,0,2,2
"2011-05-11 05:00:00",2,0,1,1,18.86,0,20,20
"2011-05-11 06:00:00",2,0,1,1,18.86,6,93,99
"2011-05-11 07:00:00",2,0,1,1,19.68,25,293,318
"2011-05-11 08:00:00",2,0,1,1,19.68,21,421,442
"2011-05-11 09:00:00",2,0,1,1,21.32,21,182,203
"2011-05-11 10:00:00",2,0,1,1,22.14,30,124,154
"2011-05-11 11:00:00",2,0,1,1,22.96,18,123,141
"2011-05-11 12:00:00",2,0,1,1,24.6,41,185,226
"2011-05-11 13:00:00",2,0,1,1,25.42,36,157,193
"2011-05-11 14:00:00",2,0,1,1,25.42,36,141,177
"2011-05-11 15:00:00",2,0,1,1,26.24,48,131,179
"2011-05-11 16:00:00",2,0,1,1,27.06,49,240,289
"2011-05-11 17:00:00",2,0,1,1,26.24,17,242,259
"2011-05-11 18:00:00",2,0,1,1,25.42,40,234,274
"2011-05-11 19:00:00",2,0,1,1,22.96,60,341,401
"2011-05-11 20:00:00",2,0,1,1,22.14,28,245,273
"2011-05-11 21:00:00",2,0,1,1,22.14,32,202,234
"2011-05-11 22:00:00",2,0,1,1,20.5,12,134,146
"2011-05-11 23:00:00",2,0,1,1,18.86,12,69,81
"2011-05-12 00:00:00",2,0,1,2,18.86,5,39,44
"2011-05-12 01:00:00",2,0,1,1,18.86,1,16,17
"2011-05-12 02:00:00",2,0,1,1,18.04,1,14,15
"2011-05-12 03:00:00",2,0,1,1,18.04,0,5,5
"2011-05-12 04:00:00",2,0,1,1,17.22,1,5,6
"2011-05-12 05:00:00",2,0,1,1,17.22,2,27,29
"2011-05-12 06:00:00",2,0,1,1,18.04,9,103,112
"2011-05-12 07:00:00",2,0,1,1,18.86,14,283,297
"2011-05-12 08:00:00",2,0,1,1,19.68,27,394,421
"2011-05-12 09:00:00",2,0,1,2,20.5,21,191,212
"2011-05-12 10:00:00",2,0,1,2,22.14,28,119,147
"2011-05-12 11:00:00",2,0,1,1,23.78,43,136,179
"2011-05-12 12:00:00",2,0,1,1,23.78,43,164,207
"2011-05-12 13:00:00",2,0,1,2,25.42,48,170,218
"2011-05-12 14:00:00",2,0,1,2,25.42,43,148,191
"2011-05-12 15:00:00",2,0,1,2,26.24,54,163,217
"2011-05-12 16:00:00",2,0,1,2,26.24,50,238,288
"2011-05-12 17:00:00",2,0,1,2,26.24,54,540,594
"2011-05-12 18:00:00",2,0,1,1,25.42,64,463,527
"2011-05-12 19:00:00",2,0,1,2,24.6,59,305,364
"2011-05-12 20:00:00",2,0,1,1,24.6,56,220,276
"2011-05-12 21:00:00",2,0,1,1,22.96,31,192,223
"2011-05-12 22:00:00",2,0,1,1,22.14,25,147,172
"2011-05-12 23:00:00",2,0,1,2,22.14,16,87,103
"2011-05-13 00:00:00",2,0,1,2,21.32,6,46,52
"2011-05-13 01:00:00",2,0,1,1,21.32,5,15,20
"2011-05-13 02:00:00",2,0,1,2,20.5,3,8,11
"2011-05-13 03:00:00",2,0,1,2,20.5,2,2,4
"2011-05-13 04:00:00",2,0,1,3,20.5,2,3,5
"2011-05-13 05:00:00",2,0,1,2,20.5,1,24,25
"2011-05-13 06:00:00",2,0,1,3,20.5,6,76,82
"2011-05-13 07:00:00",2,0,1,3,20.5,16,141,157
"2011-05-13 08:00:00",2,0,1,2,20.5,26,361,387
"2011-05-13 09:00:00",2,0,1,2,20.5,18,215,233
"2011-05-13 10:00:00",2,0,1,2,21.32,31,99,130
"2011-05-13 11:00:00",2,0,1,2,21.32,56,90,146
"2011-05-13 12:00:00",2,0,1,2,21.32,53,170,223
"2011-05-13 13:00:00",2,0,1,2,21.32,69,157,226
"2011-05-13 14:00:00",2,0,1,2,21.32,70,120,190
"2011-05-13 15:00:00",2,0,1,2,21.32,56,142,198
"2011-05-13 16:00:00",2,0,1,2,21.32,44,256,300
"2011-05-13 17:00:00",2,0,1,3,21.32,62,429,491
"2011-05-13 18:00:00",2,0,1,3,21.32,39,359,398
"2011-05-13 19:00:00",2,0,1,2,21.32,25,245,270
"2011-05-13 20:00:00",2,0,1,2,21.32,22,130,152
"2011-05-13 21:00:00",2,0,1,2,21.32,24,130,154
"2011-05-13 22:00:00",2,0,1,2,21.32,25,107,132
"2011-05-13 23:00:00",2,0,1,3,20.5,31,88,119
"2011-05-14 00:00:00",2,0,0,2,20.5,24,78,102
"2011-05-14 01:00:00",2,0,0,2,20.5,18,64,82
"2011-05-14 02:00:00",2,0,0,2,20.5,15,37,52
"2011-05-14 03:00:00",2,0,0,2,20.5,5,30,35
"2011-05-14 04:00:00",2,0,0,2,20.5,1,4,5
"2011-05-14 05:00:00",2,0,0,2,20.5,7,7,14
"2011-05-14 06:00:00",2,0,0,2,20.5,2,9,11
"2011-05-14 07:00:00",2,0,0,3,19.68,4,28,32
"2011-05-14 08:00:00",2,0,0,3,20.5,16,72,88
"2011-05-14 09:00:00",2,0,0,2,21.32,14,86,100
"2011-05-14 10:00:00",2,0,0,2,21.32,34,133,167
"2011-05-14 11:00:00",2,0,0,2,21.32,72,207,279
"2011-05-14 12:00:00",2,0,0,3,21.32,75,204,279
"2011-05-14 13:00:00",2,0,0,3,21.32,68,180,248
"2011-05-14 14:00:00",2,0,0,2,22.14,57,159,216
"2011-05-14 15:00:00",2,0,0,2,22.14,73,221,294
"2011-05-14 16:00:00",2,0,0,2,22.14,107,188,295
"2011-05-14 17:00:00",2,0,0,2,22.96,78,194,272
"2011-05-14 18:00:00",2,0,0,2,22.96,88,216,304
"2011-05-14 19:00:00",2,0,0,3,22.14,69,179,248
"2011-05-14 20:00:00",2,0,0,3,22.14,42,115,157
"2011-05-14 21:00:00",2,0,0,3,22.14,15,44,59
"2011-05-14 22:00:00",2,0,0,3,22.14,7,19,26
"2011-05-14 23:00:00",2,0,0,3,21.32,11,33,44
"2011-05-15 00:00:00",2,0,0,2,21.32,5,34,39
"2011-05-15 01:00:00",2,0,0,2,21.32,4,43,47
"2011-05-15 02:00:00",2,0,0,2,21.32,13,37,50
"2011-05-15 03:00:00",2,0,0,2,21.32,11,21,32
"2011-05-15 04:00:00",2,0,0,2,21.32,5,8,13
"2011-05-15 05:00:00",2,0,0,3,21.32,3,11,14
"2011-05-15 06:00:00",2,0,0,2,21.32,3,14,17
"2011-05-15 07:00:00",2,0,0,2,21.32,4,38,42
"2011-05-15 08:00:00",2,0,0,2,22.14,24,46,70
"2011-05-15 09:00:00",2,0,0,1,23.78,36,98,134
"2011-05-15 10:00:00",2,0,0,1,23.78,73,153,226
"2011-05-15 11:00:00",2,0,0,1,24.6,120,202,322
"2011-05-15 12:00:00",2,0,0,1,25.42,120,247,367
"2011-05-15 13:00:00",2,0,0,1,25.42,195,261,456
"2011-05-15 14:00:00",2,0,0,1,26.24,183,254,437
"2011-05-15 15:00:00",2,0,0,1,27.06,206,253,459
"2011-05-15 16:00:00",2,0,0,1,26.24,158,282,440
"2011-05-15 17:00:00",2,0,0,3,22.96,137,255,392
"2011-05-15 18:00:00",2,0,0,1,22.96,60,177,237
"2011-05-15 19:00:00",2,0,0,1,22.96,78,153,231
"2011-05-15 20:00:00",2,0,0,1,22.14,53,138,191
"2011-05-15 21:00:00",2,0,0,1,22.14,44,107,151
"2011-05-15 22:00:00",2,0,0,1,22.96,29,88,117
"2011-05-15 23:00:00",2,0,0,1,22.14,18,51,69
"2011-05-16 00:00:00",2,0,1,1,21.32,17,21,38
"2011-05-16 01:00:00",2,0,1,1,21.32,6,8,14
"2011-05-16 02:00:00",2,0,1,1,20.5,4,9,13
"2011-05-16 03:00:00",2,0,1,1,20.5,1,3,4
"2011-05-16 04:00:00",2,0,1,1,20.5,1,5,6
"2011-05-16 05:00:00",2,0,1,1,20.5,1,20,21
"2011-05-16 06:00:00",2,0,1,1,21.32,11,93,104
"2011-05-16 07:00:00",2,0,1,1,21.32,27,245,272
"2011-05-16 08:00:00",2,0,1,1,22.96,28,366,394
"2011-05-16 09:00:00",2,0,1,1,24.6,38,156,194
"2011-05-16 10:00:00",2,0,1,1,25.42,37,75,112
"2011-05-16 11:00:00",2,0,1,1,26.24,56,129,185
"2011-05-16 12:00:00",2,0,1,1,27.06,72,137,209
"2011-05-16 13:00:00",2,0,1,1,27.88,61,153,214
"2011-05-16 14:00:00",2,0,1,1,27.88,76,117,193
"2011-05-16 15:00:00",2,0,1,1,29.52,55,110,165
"2011-05-16 16:00:00",2,0,1,3,24.6,45,181,226
"2011-05-16 17:00:00",2,0,1,1,23.78,47,227,274
"2011-05-16 18:00:00",2,0,1,3,23.78,55,398,453
"2011-05-16 19:00:00",2,0,1,1,23.78,36,272,308
"2011-05-16 20:00:00",2,0,1,1,23.78,31,167,198
"2011-05-16 21:00:00",2,0,1,1,23.78,28,149,177
"2011-05-16 22:00:00",2,0,1,1,22.96,22,105,127
"2011-05-16 23:00:00",2,0,1,1,22.96,18,39,57
"2011-05-17 00:00:00",2,0,1,2,22.96,13,18,31
"2011-05-17 01:00:00",2,0,1,3,22.96,7,6,13
"2011-05-17 02:00:00",2,0,1,3,22.96,4,4,8
"2011-05-17 03:00:00",2,0,1,3,22.14,1,3,4
"2011-05-17 04:00:00",2,0,1,3,22.14,2,2,4
"2011-05-17 05:00:00",2,0,1,3,21.32,0,22,22
"2011-05-17 06:00:00",2,0,1,3,21.32,0,49,49
"2011-05-17 07:00:00",2,0,1,2,21.32,13,138,151
"2011-05-17 08:00:00",2,0,1,2,21.32,22,325,347
"2011-05-17 09:00:00",2,0,1,2,22.14,17,190,207
"2011-05-17 10:00:00",2,0,1,3,22.14,31,73,104
"2011-05-17 11:00:00",2,0,1,2,22.96,26,104,130
"2011-05-17 12:00:00",2,0,1,3,22.96,38,115,153
"2011-05-17 13:00:00",2,0,1,2,22.96,31,141,172
"2011-05-17 14:00:00",2,0,1,1,25.42,61,123,184
"2011-05-17 15:00:00",2,0,1,1,25.42,79,131,210
"2011-05-17 16:00:00",2,0,1,1,25.42,73,217,290
"2011-05-17 17:00:00",2,0,1,1,25.42,83,521,604
"2011-05-17 18:00:00",2,0,1,1,24.6,54,426,480
"2011-05-17 19:00:00",2,0,1,1,24.6,51,298,349
"2011-05-17 20:00:00",2,0,1,1,23.78,30,253,283
"2011-05-17 21:00:00",2,0,1,1,22.14,23,151,174
"2011-05-17 22:00:00",2,0,1,2,22.14,12,86,98
"2011-05-17 23:00:00",2,0,1,2,22.14,7,49,56
"2011-05-18 00:00:00",2,0,1,2,22.14,8,15,23
"2011-05-18 01:00:00",2,0,1,2,22.14,3,9,12
"2011-05-18 02:00:00",2,0,1,3,21.32,1,5,6
"2011-05-18 03:00:00",2,0,1,3,21.32,6,3,9
"2011-05-18 04:00:00",2,0,1,3,21.32,1,2,3
"2011-05-18 05:00:00",2,0,1,1,21.32,0,9,9
"2011-05-18 06:00:00",2,0,1,1,21.32,2,99,101
"2011-05-18 07:00:00",2,0,1,1,22.14,14,260,274
"2011-05-18 08:00:00",2,0,1,1,22.96,25,428,453
"2011-05-18 09:00:00",2,0,1,3,22.96,26,176,202
"2011-05-18 10:00:00",2,0,1,3,22.14,33,73,106
"2011-05-18 11:00:00",2,0,1,2,22.14,6,17,23
"2011-05-18 12:00:00",2,0,1,1,22.96,12,42,54
"2011-05-18 13:00:00",2,0,1,2,22.96,30,92,122
"2011-05-18 14:00:00",2,0,1,2,23.78,44,94,138
"2011-05-18 15:00:00",2,0,1,1,24.6,34,133,167
"2011-05-18 16:00:00",2,0,1,1,24.6,53,241,294
"2011-05-18 17:00:00",2,0,1,1,24.6,78,487,565
"2011-05-18 18:00:00",2,0,1,1,24.6,58,431,489
"2011-05-18 19:00:00",2,0,1,3,22.96,43,288,331
"2011-05-18 20:00:00",2,0,1,3,22.96,24,189,213
"2011-05-18 21:00:00",2,0,1,1,21.32,11,74,85
"2011-05-18 22:00:00",2,0,1,1,21.32,14,103,117
"2011-05-18 23:00:00",2,0,1,1,21.32,10,49,59
"2011-05-19 00:00:00",2,0,1,1,21.32,6,23,29
"2011-05-19 01:00:00",2,0,1,1,20.5,2,4,6
"2011-05-19 02:00:00",2,0,1,1,20.5,3,12,15
"2011-05-19 03:00:00",2,0,1,1,19.68,1,3,4
"2011-05-19 04:00:00",2,0,1,1,19.68,2,3,5
"2011-05-19 05:00:00",2,0,1,1,19.68,2,24,26
"2011-05-19 06:00:00",2,0,1,2,20.5,17,86,103
"2011-05-19 07:00:00",2,0,1,2,20.5,18,239,257
"2011-05-19 08:00:00",2,0,1,2,21.32,34,453,487
"2011-05-19 09:00:00",2,0,1,2,22.14,40,176,216
"2011-05-19 10:00:00",2,0,1,2,22.14,35,95,130
"2011-05-19 11:00:00",2,0,1,3,22.14,53,111,164
"2011-05-19 12:00:00",2,0,1,2,23.78,38,130,168
"2011-05-19 13:00:00",2,0,1,3,23.78,44,139,183
"2011-05-19 14:00:00",2,0,1,3,22.14,43,137,180
"2011-05-19 15:00:00",2,0,1,1,22.96,63,125,188
"2011-05-19 16:00:00",2,0,1,1,23.78,55,247,302
"2011-05-19 17:00:00",2,0,1,1,22.96,60,487,547
"2011-05-19 18:00:00",2,0,1,1,24.6,59,454,513
"2011-05-19 19:00:00",2,0,1,1,23.78,65,345,410
"2011-05-19 20:00:00",2,0,1,1,22.14,46,236,282
"2011-05-19 21:00:00",2,0,1,1,22.14,29,180,209
"2011-05-19 22:00:00",2,0,1,3,20.5,11,68,79
"2011-05-19 23:00:00",2,0,1,1,19.68,9,63,72
"2011-06-01 00:00:00",2,0,1,1,28.7,9,25,34
"2011-06-01 01:00:00",2,0,1,1,28.7,8,9,17
"2011-06-01 02:00:00",2,0,1,1,28.7,0,3,3
"2011-06-01 03:00:00",2,0,1,1,27.88,0,6,6
"2011-06-01 04:00:00",2,0,1,2,27.88,0,4,4
"2011-06-01 05:00:00",2,0,1,2,27.06,2,19,21
"2011-06-01 06:00:00",2,0,1,2,27.88,7,121,128
"2011-06-01 07:00:00",2,0,1,2,28.7,19,265,284
"2011-06-01 08:00:00",2,0,1,2,29.52,37,417,454
"2011-06-01 09:00:00",2,0,1,2,30.34,34,173,207
"2011-06-01 10:00:00",2,0,1,2,31.16,31,84,115
"2011-06-01 11:00:00",2,0,1,2,33.62,26,86,112
"2011-06-01 12:00:00",2,0,1,1,35.26,32,137,169
"2011-06-01 13:00:00",2,0,1,1,36.9,29,125,154
"2011-06-01 14:00:00",2,0,1,1,36.9,40,105,145
"2011-06-01 15:00:00",2,0,1,1,36.9,25,127,152
"2011-06-01 16:00:00",2,0,1,1,35.26,39,227,266
"2011-06-01 17:00:00",2,0,1,1,35.26,52,434,486
"2011-06-01 18:00:00",2,0,1,3,33.62,31,278,309
"2011-06-01 19:00:00",2,0,1,2,30.34,16,248,264
"2011-06-01 20:00:00",2,0,1,2,30.34,23,233,256
"2011-06-01 21:00:00",2,0,1,1,30.34,29,161,190
"2011-06-01 22:00:00",2,0,1,1,30.34,14,115,129
"2011-06-01 23:00:00",2,0,1,1,30.34,10,59,69
"2011-06-02 00:00:00",2,0,1,1,30.34,11,31,42
"2011-06-02 01:00:00",2,0,1,1,29.52,3,12,15
"2011-06-02 02:00:00",2,0,1,1,28.7,0,6,6
"2011-06-02 03:00:00",2,0,1,1,27.06,0,4,4
"2011-06-02 04:00:00",2,0,1,1,27.06,0,3,3
"2011-06-02 05:00:00",2,0,1,1,27.06,3,28,31
"2011-06-02 06:00:00",2,0,1,1,27.06,7,106,113
"2011-06-02 07:00:00",2,0,1,1,28.7,19,285,304
"2011-06-02 08:00:00",2,0,1,1,28.7,25,442,467
"2011-06-02 09:00:00",2,0,1,1,29.52,28,197,225
"2011-06-02 10:00:00",2,0,1,1,29.52,33,106,139
"2011-06-02 11:00:00",2,0,1,1,30.34,42,123,165
"2011-06-02 12:00:00",2,0,1,1,31.16,39,193,232
"2011-06-02 13:00:00",2,0,1,1,32.8,35,168,203
"2011-06-02 14:00:00",2,0,1,1,31.98,43,142,185
"2011-06-02 15:00:00",2,0,1,1,32.8,44,144,188
"2011-06-02 16:00:00",2,0,1,1,32.8,63,255,318
"2011-06-02 17:00:00",2,0,1,1,31.16,88,484,572
"2011-06-02 18:00:00",2,0,1,1,30.34,74,451,525
"2011-06-02 19:00:00",2,0,1,1,29.52,58,321,379
"2011-06-02 20:00:00",2,0,1,1,28.7,51,286,337
"2011-06-02 21:00:00",2,0,1,1,27.06,33,215,248
"2011-06-02 22:00:00",2,0,1,1,26.24,14,141,155
"2011-06-02 23:00:00",2,0,1,1,25.42,23,89,112
"2011-06-03 00:00:00",2,0,1,1,25.42,15,53,68
"2011-06-03 01:00:00",2,0,1,1,24.6,7,15,22
"2011-06-03 02:00:00",2,0,1,1,22.96,0,12,12
"2011-06-03 03:00:00",2,0,1,1,22.14,0,5,5
"2011-06-03 04:00:00",2,0,1,1,21.32,1,5,6
"2011-06-03 05:00:00",2,0,1,1,21.32,4,24,28
"2011-06-03 06:00:00",2,0,1,1,22.14,8,98,106
"2011-06-03 07:00:00",2,0,1,1,22.14,25,252,277
"2011-06-03 08:00:00",2,0,1,2,22.96,31,471,502
"2011-06-03 09:00:00",2,0,1,1,23.78,36,194,230
"2011-06-03 10:00:00",2,0,1,1,25.42,54,107,161
"2011-06-03 11:00:00",2,0,1,1,26.24,57,135,192
"2011-06-03 12:00:00",2,0,1,1,27.06,51,208,259
"2011-06-03 13:00:00",2,0,1,1,27.88,58,190,248
"2011-06-03 14:00:00",2,0,1,1,28.7,66,174,240
"2011-06-03 15:00:00",2,0,1,1,28.7,56,156,212
"2011-06-03 16:00:00",2,0,1,1,29.52,63,286,349
"2011-06-03 17:00:00",2,0,1,1,29.52,73,485,558
"2011-06-03 18:00:00",2,0,1,1,28.7,76,488,564
"2011-06-03 19:00:00",2,0,1,1,27.88,53,338,391
"2011-06-03 20:00:00",2,0,1,1,26.24,57,236,293
"2011-06-03 21:00:00",2,0,1,1,26.24,51,196,247
"2011-06-03 22:00:00",2,0,1,1,25.42,26,145,171
"2011-06-03 23:00:00",2,0,1,1,23.78,30,141,171
"2011-06-04 00:00:00",2,0,0,1,22.96,24,69,93
"2011-06-04 01:00:00",2,0,0,1,22.14,14,80,94
"2011-06-04 02:00:00",2,0,0,1,22.14,18,41,59
"2011-06-04 03:00:00",2,0,0,1,21.32,8,10,18
"2011-06-04 04:00:00",2,0,0,1,21.32,4,11,15
"2011-06-04 05:00:00",2,0,0,1,20.5,3,5,8
"2011-06-04 06:00:00",2,0,0,1,22.14,11,17,28
"2011-06-04 07:00:00",2,0,0,1,22.96,27,60,87
"2011-06-04 08:00:00",2,0,0,1,24.6,29,96,125
"2011-06-04 09:00:00",2,0,0,1,25.42,55,169,224
"2011-06-04 10:00:00",2,0,0,1,26.24,115,202,317
"2011-06-04 11:00:00",2,0,0,1,27.06,120,249,369
"2011-06-04 12:00:00",2,0,0,1,28.7,150,270,420
"2011-06-04 13:00:00",2,0,0,1,30.34,188,268,456
"2011-06-04 14:00:00",2,0,0,1,30.34,193,258,451
"2011-06-04 15:00:00",2,0,0,2,30.34,180,224,404
"2011-06-04 16:00:00",2,0,0,2,29.52,168,272,440
"2011-06-04 17:00:00",2,0,0,2,29.52,142,202,344
"2011-06-04 18:00:00",2,0,0,2,30.34,127,214,341
"2011-06-04 19:00:00",2,0,0,2,28.7,79,206,285
"2011-06-04 20:00:00",2,0,0,2,28.7,90,149,239
"2011-06-04 21:00:00",2,0,0,2,27.06,46,139,185
"2011-06-04 22:00:00",2,0,0,1,26.24,49,141,190
"2011-06-04 23:00:00",2,0,0,2,26.24,29,121,150
"2011-06-05 00:00:00",2,0,0,1,26.24,23,90,113
"2011-06-05 01:00:00",2,0,0,2,26.24,26,70,96
"2011-06-05 02:00:00",2,0,0,2,26.24,16,48,64
"2011-06-05 03:00:00",2,0,0,2,25.42,22,25,47
"2011-06-05 04:00:00",2,0,0,2,25.42,4,8,12
"2011-06-05 05:00:00",2,0,0,2,25.42,1,5,6
