"userid","age","dob_day","dob_year","dob_month","gender","tenure","friend_count","friendships_initiated","likes","likes_received","mobile_likes","mobile_likes_received","www_likes","www_likes_received"
1376161,37,20,1976,8,"female",210,159,143,919,119,919,76,0,43
1376169,16,7,1997,5,"female",487,578,393,1,7,1,6,0,1
1376175,40,1,1973,12,"male",388,40,40,0,1,0,1,0,0
1376190,25,1,1988,1,"female",78,150,34,6,28,6,24,0,4
1376192,18,8,1995,7,"male",293,264,165,4,36,3,28,1,8
1376213,108,23,1905,4,"female",354,181,98,7,15,7,4,0,11
1376222,28,20,1985,6,"male",65,15,10,75,4,75,4,0,0
1376249,20,10,1993,1,"male",96,17,13,3,0,3,0,0,0
1376257,72,18,1941,6,"female",468,40,26,0,0,0,0,0,0
1376272,25,1,1988,7,"female",257,78,46,10,17,10,16,0,1
1376300,45,13,1968,5,"male",261,51,27,257,91,257,83,0,8
1376321,56,1,1957,1,"female",207,79,64,719,296,719,226,0,70
1376354,23,31,1990,10,"male",79,32,19,26,31,26,31,0,0
1376438,26,1,1987,1,"male",560,137,93,4,2,3,0,1,2
1376449,69,17,1944,12,"male",375,1,1,0,0,0,0,0,0
1376477,16,25,1997,1,"male",909,935,646,254,392,29,183,225,209
1376499,53,13,1960,10,"female",2159,440,218,897,289,864,157,33,132
1376508,19,18,1994,7,"female",136,46,37,2040,1444,1118,636,922,808
1376513,16,28,1997,6,"male",383,1661,903,20,136,12,128,8,8
1376521,16,24,1997,7,"female",650,408,257,1719,658,1708,216,11,442
1376525,25,6,1988,1,"male",130,52,20,0,0,0,0,0,0
1376530,52,10,1961,4,"female",324,210,75,292,74,292,28,0,46
1376532,18,18,1995,6,"male",659,325,198,0,1,0,0,0,1
1376567,24,9,1989,9,"male",433,70,35,1,1,1,0,0,1
1376591,23,14,1990,6,"female",220,31,27,13,0,0,0,13,0
1376607,25,8,1988,8,"male",286,47,33,0,1,0,1,0,0
1376629,35,8,1978,12,"female",469,191,110,1956,2143,1846,1705,110,438
1376637,21,6,1992,10,"male",369,172,108,5,0,5,0,0,0
1376679,46,9,1967,9,"male",53,93,55,43,47,43,41,0,6
1376681,23,24,1990,3,"female",617,54,35,216,96,180,59,36,37
1376714,56,7,1957,4,"male",1032,75,47,13,24,0,0,13,24
1376735,19,7,1994,8,"male",411,66,52,2,0,0,0,2,0
1376768,24,10,1989,6,"female",681,74,48,23,87,23,52,0,35
1376772,56,1,1957,6,"female",1280,31,12,632,539,448,168,184,371
1376826,36,18,1977,11,"male",518,33,19,27,7,0,5,27,2
1376832,18,15,1995,3,"male",36,5,3,0,0,0,0,0,0
1376838,26,5,1987,3,"male",399,22,12,0,0,0,0,0,0
1376868,31,23,1982,8,"male",207,189,97,0,9,0,6,0,3
1376891,61,26,1952,9,"female",649,24,8,83,11,0,4,83,7
1376917,25,14,1988,8,"female",192,24,16,102,37,102,25,0,12
1376921,34,2,1979,6,"female",668,61,26,62,27,62,22,0,5
1376936,23,31,1990,8,"male",376,68,43,0,0,0,0,0,0
1376940,18,20,1995,1,"male",211,3,1,1,1,1,1,0,0
1376944,26,23,1987,9,"female",530,407,300,1,0,1,0,0,0
1377004,15,18,1998,8,"male",816,318,184,0,2,0,2,0,0
1377023,33,12,1980,4,"female",361,56,25,18,2,0,0,18,2
1377028,21,7,1992,12,"female",597,281,75,91,140,91,110,0,30
1377045,80,26,1933,2,"female",1651,91,54,83,34,80,20,3,14
1377057,61,26,1952,10,"male",192,118,60,646,369,0,71,646,298
1377062,42,5,1971,4,"female",623,38,28,31,20,16,10,15,10
1377083,14,4,1999,5,"female",204,64,45,1,1,0,0,1,1
1377085,15,16,1998,11,"female",678,1024,611,217,461,197,262,20,199
1377097,16,24,1997,7,"male",751,26,13,1,1,0,1,1,0
1377131,19,2,1994,5,"male",559,739,449,178,163,53,99,125,64
1377138,79,14,1934,8,"female",13,26,17,14,14,0,1,14,13
1377157,68,22,1945,10,"female",1432,25,18,11,7,0,0,11,7
1377162,71,14,1942,7,"female",696,38,23,1,1,0,0,1,1
1377183,29,1,1984,1,"male",81,4,1,1,0,0,0,1,0
1377229,66,5,1947,12,"female",1132,139,96,355,185,0,114,355,71
1377245,83,3,1930,9,"female",832,41,13,1,3,0,1,1,2
1377266,103,27,1910,5,"male",8,56,44,0,2,0,1,0,1
1377269,65,21,1948,3,"female",169,14,6,17,2,0,0,17,2
1377295,65,26,1948,9,"female",913,54,21,3,12,3,6,0,6
1377296,18,14,1995,12,"male",601,21,12,0,0,0,0,0,0
1377297,34,19,1979,1,"male",436,8,7,3,14,0,1,3,13
1377298,16,6,1997,9,"male",494,329,246,0,5,0,1,0,4
1377315,22,28,1991,3,"female",54,17,9,5,3,0,3,5,0
1377342,18,9,1995,12,"male",526,18,15,0,0,0,0,0,0
1377360,17,6,1996,11,"male",325,264,214,0,0,0,0,0,0
1377364,54,12,1959,8,"female",423,117,69,9,74,9,53,0,21
1377388,17,22,1996,3,"female",256,59,41,304,195,279,139,25,56
1377395,31,12,1982,6,"male",20,116,108,28,34,22,18,6,16
1377435,27,1,1986,10,"female",489,5,4,0,0,0,0,0,0
1377477,39,2,1974,2,"male",315,108,29,2061,2031,2061,1233,0,798
1377509,108,24,1905,4,"male",191,448,367,3,1,3,1,0,0
1377523,33,8,1980,5,"female",243,25,19,0,0,0,0,0,0
1377531,16,17,1997,6,"male",1127,164,113,30,23,27,8,3,15
1377532,26,7,1987,1,"male",68,14,13,12,0,12,0,0,0
1377535,24,20,1989,4,"male",283,410,84,33,5,33,4,0,1
1377538,54,25,1959,11,"female",879,139,78,7,8,7,3,0,5
1377591,31,12,1982,1,"male",488,104,9,0,3,0,1,0,2
1377613,35,3,1978,10,"female",63,87,82,70,75,2,17,68,58
1377629,17,17,1996,9,"female",697,945,575,43,44,23,25,20,19
1377654,67,1,1946,6,"female",1307,73,41,0,5,0,5,0,0
1377655,24,16,1989,9,"female",136,11,6,6,1,6,1,0,0
1377662,100,2,1913,5,"female",1202,203,115,102,32,101,24,1,8
1377679,15,10,1998,1,"female",708,1040,528,167,195,167,123,0,72
1377722,31,12,1982,12,"female",571,10,8,2,0,0,0,2,0
1377726,18,7,1995,10,"male",653,1515,838,133,338,133,323,0,15
1377733,49,23,1964,1,"female",1477,209,81,126,83,42,55,84,28
1377781,15,23,1998,4,"male",134,41,35,0,0,0,0,0,0
1377802,58,23,1955,1,"female",80,20,18,41,9,39,6,2,3
1377837,22,17,1991,4,"male",557,85,30,14,13,14,4,0,9
1377874,19,8,1994,7,"male",499,31,25,4,2,4,2,0,0
1377899,22,24,1991,10,"male",23,4,3,2,2,2,2,0,0
1377912,22,5,1991,5,"male",419,114,84,18,4,18,4,0,0
1377928,101,29,1912,7,"female",722,161,69,2,0,2,0,0,0
1377960,17,29,1996,9,"female",540,2,2,1,0,0,0,1,0
1377964,19,5,1994,7,"male",102,105,97,0,0,0,0,0,0
1377994,24,7,1989,5,"male",551,19,6,1,0,0,0,1,0
1378025,20,29,1993,11,"female",378,722,454,2227,899,2169,628,58,271
1378068,33,12,1980,3,"female",545,83,51,142,15,142,15,0,0
1378079,19,4,1994,9,"male",20,9,7,0,0,0,0,0,0
1378081,32,3,1981,7,"male",192,118,84,4,12,4,4,0,8
1378086,23,15,1990,3,"male",629,100,81,5,0,5,0,0,0
1378087,18,20,1995,9,"male",186,83,74,0,2,0,1,0,1
1378089,22,20,1991,7,"male",1615,296,140,63,26,54,3,9,23
1378106,26,15,1987,10,"male",320,276,170,15,80,4,15,11,65
1378116,29,5,1984,2,"male",310,203,150,649,255,649,186,0,69
1378130,18,27,1995,1,"male",346,53,40,2,0,2,0,0,0
1378143,37,28,1976,6,"female",299,194,64,827,491,827,411,0,80
1378154,29,28,1984,8,"male",743,117,34,25,1,25,1,0,0
1378198,16,27,1997,10,"male",288,188,99,40,19,40,16,0,3
1378199,63,25,1950,9,"female",109,12,12,2,0,2,0,0,0
1378203,26,1,1987,1,"female",624,42,39,30,10,30,7,0,3
1378227,24,6,1989,6,"male",120,16,13,7,2,5,2,2,0
1378228,16,21,1997,10,"male",484,855,693,81,40,25,27,56,13
1378229,19,24,1994,9,"male",76,115,66,0,0,0,0,0,0
1378237,32,8,1981,5,"male",287,0,0,0,0,0,0,0,0
1378249,44,30,1969,9,"male",0,0,0,2,3,0,3,2,0
1378271,16,27,1997,7,"female",186,195,116,44,160,44,153,0,7
1378291,17,19,1996,7,"male",1118,111,60,0,2,0,1,0,1
1378292,18,25,1995,1,"male",498,153,24,0,0,0,0,0,0
1378293,16,31,1997,10,"male",281,90,29,9,1,9,1,0,0
1378296,98,11,1915,5,"female",1560,345,241,156,78,143,60,13,18
1378315,17,24,1996,10,"female",233,18,12,0,0,0,0,0,0
1378351,22,23,1991,4,"female",1987,265,125,838,1142,201,574,637,568
1378356,62,8,1951,9,"female",1047,57,17,70,5,0,1,70,4
1378382,36,31,1977,12,"male",232,52,43,20,7,20,1,0,6
1378434,21,6,1992,6,"male",510,416,301,83,10,83,9,0,1
1378437,23,29,1990,6,"female",700,75,55,2,2,0,2,2,0
1378449,22,23,1991,5,"female",585,292,157,1578,838,899,428,679,410
1378473,19,8,1994,8,"male",494,586,499,1,2,1,2,0,0
1378491,17,8,1996,7,"female",398,8,4,0,1,0,1,0,0
1378539,30,16,1983,1,"male",786,71,20,8,10,8,8,0,2
1378605,15,13,1998,4,"male",219,116,78,10,4,4,4,6,0
1378634,24,23,1989,3,"male",7,12,11,17,51,17,49,0,2
1378647,29,11,1984,10,"male",354,67,59,14,2,14,2,0,0
1378663,39,10,1974,4,"male",530,198,125,1604,622,1604,539,0,83
1378682,54,3,1959,10,"male",472,33,19,0,4,0,2,0,2
1378710,23,9,1990,6,"female",17,229,193,376,389,200,338,176,51
1378726,52,27,1961,8,"female",443,201,82,1298,329,556,53,742,276
1378741,42,24,1971,4,"female",538,43,26,134,14,134,12,0,2
1378754,28,15,1985,1,"male",411,13,6,2,0,0,0,2,0
1378756,71,22,1942,2,"male",678,30,26,0,0,0,0,0,0
1378762,40,2,1973,6,"male",1042,81,39,0,0,0,0,0,0
1378766,54,29,1959,12,"male",852,59,39,0,23,0,15,0,8
1378768,20,5,1993,10,"male",87,9,8,1,3,1,2,0,1
1378779,33,1,1980,1,"male",35,16,11,44,0,44,0,0,0
1378783,17,15,1996,3,"male",105,31,30,0,0,0,0,0,0
1378790,21,1,1992,1,"male",104,122,110,6,0,6,0,0,0
1378800,17,8,1996,12,"female",64,259,56,4,44,4,22,0,22
1378816,29,29,1984,10,"male",502,28,13,0,0,0,0,0,0
1378843,18,15,1995,9,"male",285,508,363,444,134,444,116,0,18
1378848,67,25,1946,9,"male",497,259,120,300,60,23,8,277,52
1378853,15,18,1998,5,"male",308,95,84,0,0,0,0,0,0
1378861,60,21,1953,12,"male",62,19,16,10,2,10,2,0,0
1378862,53,15,1960,10,"female",950,182,125,38,73,38,67,0,6
1378876,18,23,1995,5,"female",571,2459,364,2,3,2,3,0,0
1378934,43,24,1970,4,"female",64,8,8,1,3,1,2,0,1
1378964,94,22,1919,9,"female",2261,98,29,730,435,18,270,712,165
1378965,27,21,1986,11,"female",153,53,45,42,7,12,2,30,5
1378982,19,4,1994,3,"female",242,220,48,65,104,65,60,0,44
1378983,77,19,1936,10,"female",992,63,26,65,127,5,57,60,70
1378998,37,13,1976,4,"male",332,100,46,4,61,0,2,4,59
1379001,49,15,1964,2,"male",1054,60,24,26,0,26,0,0,0
1379018,21,11,1992,8,"male",291,105,66,0,9,0,5,0,4
1379032,20,23,1993,1,"female",1170,183,120,2109,1942,1500,748,609,1194
1379049,38,17,1975,7,"male",513,61,39,1,13,0,10,1,3
1379084,63,17,1950,8,"female",761,52,33,114,52,0,11,114,41
1379117,22,25,1991,8,"male",24,0,0,0,0,0,0,0,0
1379122,33,20,1980,4,"male",586,46,27,0,0,0,0,0,0
1379131,24,15,1989,6,"female",1448,2436,650,2,16,2,15,0,1
1379138,37,10,1976,6,"male",1134,99,43,6,7,0,4,6,3
1379143,31,29,1982,3,"female",363,33,17,0,0,0,0,0,0
1379145,20,8,1993,11,"male",504,87,62,0,8,0,1,0,7
1379160,18,12,1995,5,"male",74,74,66,2,1,2,1,0,0
1379187,38,28,1975,7,"male",489,89,46,36,5,14,3,22,2
1379191,17,11,1996,11,"female",41,32,27,0,7,0,5,0,2
1379199,29,7,1984,3,"female",236,213,110,362,106,362,84,0,22
1379211,31,16,1982,11,"male",338,28,15,14,15,9,5,5,10
1379270,21,9,1992,11,"male",156,266,243,1028,520,1028,498,0,22
1379277,23,14,1990,11,"male",232,45,25,24,2,24,2,0,0
1379291,25,9,1988,8,"male",125,87,74,28,154,20,105,8,49
1379294,63,1,1950,1,"male",880,80,27,13,17,3,7,10,10
1379302,74,30,1939,9,"female",1642,153,92,151,18,85,11,66,7
1379331,17,16,1996,7,"female",668,1921,368,2147,1402,1893,1083,254,319
1379338,66,15,1947,12,"female",673,21,18,22,12,2,9,20,3
1379343,19,21,1994,2,"male",405,192,147,8,11,8,6,0,5
1379346,23,31,1990,12,"female",410,2,2,0,0,0,0,0,0
1379380,67,4,1946,10,"female",1902,60,9,5,5,5,5,0,0
1379418,22,14,1991,9,"male",529,96,42,41,2,33,1,8,1
1379424,42,6,1971,6,"female",1454,283,164,956,317,804,191,152,126
1379430,17,21,1996,10,"female",310,382,263,13,3,0,2,13,1
1379451,18,1,1995,11,"female",441,6,2,0,0,0,0,0,0
1379455,28,16,1985,7,"male",415,0,0,20,0,18,0,2,0
1379472,103,3,1910,2,"male",1090,154,85,19,10,19,10,0,0
1379477,57,12,1956,10,"female",117,54,38,69,23,69,18,0,5
1379478,33,18,1980,6,"male",858,309,262,60,163,60,156,0,7
1379484,36,19,1977,2,"male",363,203,155,38,75,38,13,0,62
1379489,24,18,1989,12,"male",293,844,198,51,2,51,0,0,2
1379490,19,17,1994,10,"male",188,913,773,155,77,155,53,0,24
1379505,62,28,1951,7,"female",666,74,31,36,49,3,24,33,25
1379529,103,1,1910,1,"male",1072,712,679,25,33,18,27,7,6
1379556,22,25,1991,4,"male",580,193,102,12,0,12,0,0,0
1379576,20,3,1993,4,"female",228,5,3,3,0,0,0,3,0
1379580,58,26,1955,9,"female",1532,37,12,70,43,4,12,66,31
1379582,18,12,1995,12,"female",459,194,109,0,0,0,0,0,0
1379639,15,25,1998,1,"male",714,322,179,62,31,1,4,61,27
1379641,47,9,1966,9,"female",280,709,623,656,191,656,156,0,35
1379649,32,3,1981,1,"male",64,12,10,0,4,0,0,0,4
1379683,21,29,1992,7,"male",628,505,359,156,284,145,224,11,60
1379718,100,7,1913,2,"female",1561,310,119,233,203,233,180,0,23
1379727,15,27,1998,6,"male",336,25,18,27,14,27,6,0,8
1379750,29,1,1984,1,"female",203,462,400,190,334,76,217,114,117
1379769,41,17,1972,12,"female",88,201,91,320,97,147,34,173,63
1379773,25,8,1988,3,"male",405,62,52,0,2,0,2,0,0
1379778,22,16,1991,6,"male",20,6,2,0,0,0,0,0,0
1379785,49,30,1964,9,"female",1908,369,182,367,1015,350,556,17,459
1379795,25,1,1988,1,"female",180,19,13,2,3,2,3,0,0
1379806,33,1,1980,1,"male",70,19,16,0,0,0,0,0,0
1379819,17,28,1996,8,"male",614,69,51,6,29,5,19,1,10
1379861,29,20,1984,11,"male",512,121,90,35,33,21,32,14,1
1379864,31,19,1982,12,"male",189,169,106,7,1,0,0,7,1
1379868,24,23,1989,3,"male",542,233,199,9,1,9,1,0,0
1379880,20,26,1993,9,"male",255,38,12,0,0,0,0,0,0
1379884,20,30,1993,4,"male",618,16,9,0,3,0,3,0,0
1379885,23,8,1990,3,"male",214,400,223,1,2,1,0,0,2
1379942,25,5,1988,5,"male",153,107,79,3,3,3,3,0,0
1379947,35,13,1978,2,"female",288,101,87,360,136,360,91,0,45
1379959,96,6,1917,2,"male",868,146,130,2,16,2,14,0,2
1379976,33,23,1980,12,"male",491,100,74,0,0,0,0,0,0
1379983,30,16,1983,7,"male",351,23,21,0,5,0,3,0,2
1380012,108,15,1905,3,"male",1384,2511,1459,759,875,759,668,0,207
1380014,19,3,1994,11,"female",1387,2780,551,266,818,266,741,0,77
1380022,100,14,1913,9,"male",47,207,139,17,27,17,24,0,3
1380028,29,18,1984,12,"male",34,35,34,90,8,90,8,0,0
1380050,19,5,1994,8,"male",869,94,54,5,67,0,11,5,56
1380051,49,13,1964,7,"female",308,21,17,88,28,88,14,0,14
1380057,26,12,1987,9,"male",39,35,23,0,0,0,0,0,0
1380069,29,1,1984,1,"male",538,81,50,0,3,0,2,0,1
1380092,38,8,1975,11,"male",271,21,12,0,4,0,2,0,2
1380113,23,4,1990,12,"male",246,97,37,27,24,27,18,0,6
1380116,13,18,2000,10,"male",14,1,1,0,0,0,0,0,0
1380122,45,4,1968,4,"female",287,29,24,19,13,19,11,0,2
1380140,23,2,1990,4,"female",484,251,182,61,70,43,63,18,7
1380171,19,21,1994,10,"female",385,104,59,38,26,0,6,38,20
1380211,18,4,1995,3,"female",575,791,341,11,480,5,379,6,101
1380217,31,13,1982,4,"male",658,5,4,1,0,1,0,0,0
1380233,68,19,1945,1,"female",968,46,28,38,4,2,3,36,1
1380277,27,3,1986,9,"female",954,366,153,5,52,5,47,0,5
1380296,41,11,1972,6,"male",57,9,8,111,26,111,16,0,10
1380350,31,19,1982,11,"male",312,136,109,1,0,1,0,0,0
1380366,63,25,1950,8,"male",602,30,21,75,4,75,4,0,0
1380370,19,2,1994,5,"male",83,14,13,0,0,0,0,0,0
1380446,26,1,1987,1,"male",345,107,36,23,0,23,0,0,0
1380464,38,8,1975,8,"male",504,54,28,235,20,40,15,195,5
1380484,32,5,1981,1,"female",144,15,6,2,1,2,1,0,0
1380502,88,15,1925,3,"female",2033,115,36,173,317,0,59,173,258
1380519,18,25,1995,11,"male",334,60,37,0,0,0,0,0,0
1380538,47,12,1966,8,"female",249,76,58,1,1,0,0,1,1
1380539,35,2,1978,2,"male",262,38,27,8,4,8,4,0,0
1380543,25,1,1988,1,"male",191,28,8,2,15,2,12,0,3
1380560,59,16,1954,6,"female",448,186,143,1048,457,0,178,1048,279
1380577,24,1,1989,1,"male",41,2,1,0,0,0,0,0,0
1380583,35,29,1978,4,"male",163,20,14,1,0,0,0,1,0
1380588,34,23,1979,6,"male",131,43,25,2,10,2,7,0,3
1380613,47,13,1966,1,"male",471,35,21,41,11,41,10,0,1
1380616,29,12,1984,4,"male",264,31,23,15,0,15,0,0,0
1380638,16,10,1997,11,"female",123,1,1,22,0,22,0,0,0
1380642,19,13,1994,5,"male",21,27,19,9,3,9,3,0,0
1380647,23,30,1990,10,"male",269,134,76,87,126,87,72,0,54
1380670,17,20,1996,4,"male",496,107,79,403,11,403,6,0,5
1380683,45,24,1968,5,"male",1221,187,81,4,1,1,1,3,0
1380685,35,20,1978,7,"male",491,3,2,0,0,0,0,0,0
1380701,29,13,1984,4,"female",954,10,6,7,10,7,5,0,5
1380709,18,7,1995,3,"female",900,720,197,427,301,324,93,103,208
1380712,19,23,1994,1,"male",493,811,708,229,215,217,180,12,35
1380760,62,6,1951,1,"female",917,161,83,119,205,0,64,119,141
1380811,26,27,1987,4,"female",616,520,284,17,90,17,74,0,16
1380830,37,15,1976,8,"male",394,77,46,52,44,52,11,0,33
1380836,29,27,1984,6,"male",306,71,70,3,0,2,0,1,0
1380838,21,7,1992,3,"male",49,0,0,0,0,0,0,0,0
1380872,102,22,1911,12,"female",879,229,24,46,28,46,26,0,2
1380874,25,19,1988,8,"male",196,40,40,5,0,3,0,2,0
1380888,19,30,1994,12,"female",559,519,131,351,1068,40,346,311,722
1380895,15,9,1998,3,"female",116,581,325,506,324,282,120,224,204
1380943,56,13,1957,7,"male",1748,67,23,48,15,19,6,29,9
1380955,107,24,1906,10,"male",1513,419,263,0,3,0,0,0,3
1380956,41,3,1972,7,"male",520,174,97,0,8,0,4,0,4
1380957,20,5,1993,8,"female",253,230,73,2078,178166,1982,138561,96,39605
1380994,20,7,1993,9,"male",325,8,6,0,0,0,0,0,0
1380999,30,26,1983,11,"male",334,49,24,5,2,5,2,0,0
1381009,103,13,1910,8,"male",802,91,28,15,11,15,9,0,2
1381037,21,14,1992,11,"male",170,32,28,5,12,0,8,5,4
1381068,28,30,1985,12,"male",534,104,54,19,1,19,1,0,0
1381093,53,18,1960,4,"male",502,176,121,210,172,210,102,0,70
1381097,108,22,1905,6,"male",1496,628,341,223,126,28,40,195,86
1381127,31,7,1982,6,"male",310,25,23,0,0,0,0,0,0
1381131,56,29,1957,4,"female",200,48,33,230,272,230,229,0,43
1381135,20,10,1993,2,"male",531,26,10,4,1,4,0,0,1
1381138,56,20,1957,7,"male",1307,104,25,1,9,1,9,0,0
1381172,17,22,1996,4,"female",307,156,69,129,70,129,49,0,21
1381177,27,26,1986,3,"male",288,12,7,1,0,0,0,1,0
1381225,16,26,1997,3,"male",337,106,66,175,138,98,66,77,72
1381247,69,5,1944,5,"female",376,11,5,3,4,0,1,3,3
1381262,18,4,1995,6,"female",282,234,37,2,7,2,5,0,2
1381278,24,11,1989,4,"female",798,110,2,8,20,8,17,0,3
1381306,34,28,1979,3,"female",1978,154,80,537,330,473,273,64,57
1381309,19,16,1994,1,"female",239,83,68,117,90,1,41,116,49
1381359,23,4,1990,8,"male",358,39,36,5,2,5,1,0,1
1381360,103,24,1910,11,"female",1843,236,114,23,10,21,5,2,5
1381376,44,2,1969,2,"female",301,122,67,1457,1074,27,392,1430,682
1381379,19,1,1994,1,"female",113,22,13,99,50,87,27,12,23
1381380,15,25,1998,8,"female",434,903,623,1229,1018,687,567,542,451
1381411,25,7,1988,11,"female",97,133,114,527,124,527,112,0,12
1381434,42,24,1971,12,"female",400,222,114,487,574,487,126,0,448
1381436,51,7,1962,4,"male",1420,530,397,187,43,80,26,107,17
1381438,16,28,1997,10,"male",130,84,66,0,0,0,0,0,0
1381445,31,31,1982,8,"male",36,17,16,4,3,4,3,0,0
1381448,35,8,1978,3,"female",246,16,6,16,21,16,12,0,9
1381462,64,2,1949,6,"female",238,29,24,28,9,28,8,0,1
1381467,27,3,1986,8,"male",374,128,38,16,14,3,13,13,1
1381500,25,17,1988,5,"male",636,85,60,0,0,0,0,0,0
1381519,64,19,1949,11,"male",39,48,7,0,22,0,22,0,0
1381529,18,15,1995,3,"male",635,193,60,36,8,8,2,28,6
1381538,42,7,1971,7,"male",982,299,135,197,47,173,7,24,40
1381550,52,31,1961,12,"female",74,31,20,14,55,14,26,0,29
1381557,19,26,1994,1,"male",410,372,224,16,13,16,7,0,6
1381597,31,23,1982,6,"female",225,86,47,232,170,232,149,0,21
1381603,58,7,1955,4,"male",548,211,138,10,1,10,1,0,0
1381621,26,1,1987,10,"male",610,177,57,12,27,6,8,6,19
1381635,25,11,1988,9,"female",187,1065,978,1218,1296,686,634,532,662
1381638,100,1,1913,1,"female",1860,204,57,1,1,0,0,1,1
1381658,48,17,1965,7,"female",789,1800,1125,1165,1430,4,248,1161,1182
1381665,23,27,1990,9,"male",20,1,1,0,0,0,0,0,0
1381691,38,1,1975,6,"male",622,62,20,16,12,16,10,0,2
1381700,25,6,1988,8,"male",508,265,156,5,1,5,0,0,1
1381734,15,16,1998,3,"male",245,339,310,0,0,0,0,0,0
1381749,16,23,1997,11,"female",258,43,25,0,56,0,25,0,31
1381761,14,3,1999,6,"male",149,27,13,6,7,6,6,0,1
1381793,18,1,1995,6,"female",152,228,38,1,4,1,4,0,0
1381818,21,15,1992,6,"male",80,0,0,29,4,19,1,10,3
1381821,25,17,1988,9,"male",1359,610,338,0,22,0,14,0,8
1381831,30,4,1983,6,"male",213,37,25,3,2,3,2,0,0
1381846,14,15,1999,11,"female",304,325,255,36,28,2,5,34,23
1381849,28,26,1985,10,"male",539,46,40,1,2,1,0,0,2
1381854,28,1,1985,5,"male",607,179,89,11,6,11,6,0,0
1381859,108,30,1905,12,"female",722,331,165,3,3,3,1,0,2
1382021,46,29,1967,1,"female",917,120,76,0,0,0,0,0,0
1382053,19,20,1994,1,"male",328,188,175,84,8,19,3,65,5
1382085,36,25,1977,4,"male",299,22,20,4,4,4,4,0,0
1382091,27,15,1986,4,"male",383,74,23,10,14,10,14,0,0
1382146,26,7,1987,12,"female",329,33,12,241,25,241,17,0,8
1382167,25,8,1988,4,"male",374,51,39,0,1,0,1,0,0
1382197,21,25,1992,8,"male",381,77,38,6,12,6,2,0,10
1382211,20,1,1993,9,"male",527,2712,2289,2,317,2,218,0,99
1382241,73,21,1940,1,"female",1091,15,14,2,2,0,2,2,0
1382275,20,20,1993,5,"female",116,14,6,754,440,753,372,1,68
1382296,52,20,1961,9,"female",1015,118,65,323,331,304,103,19,228
1382322,21,17,1992,11,"male",9,7,4,4,3,4,3,0,0
1382337,19,19,1994,3,"female",1571,713,164,140,458,119,164,21,294
1382340,19,7,1994,4,"female",1552,1401,319,714,28053,346,18648,368,9405
1382390,15,4,1998,3,"female",220,281,108,10,56,10,20,0,36
1382392,30,5,1983,9,"male",731,72,21,24,1,24,1,0,0
1382409,26,8,1987,2,"male",612,210,188,77,20,77,19,0,1
1382461,13,11,2000,6,"female",203,14,13,0,0,0,0,0,0
1382482,17,11,1996,10,"male",423,144,109,0,0,0,0,0,0
1382492,25,13,1988,5,"male",399,9,3,0,0,0,0,0,0
1382493,66,9,1947,10,"male",538,39,36,1,5,0,2,1,3
1382522,21,18,1992,4,"female",702,5,4,0,0,0,0,0,0
1382532,43,22,1970,2,"male",233,51,27,1,0,1,0,0,0
1382540,17,10,1996,5,"female",1038,1567,513,2042,3116,1593,1769,449,1347
1382542,54,17,1959,9,"male",575,1,1,0,0,0,0,0,0
1382559,48,1,1965,9,"female",209,67,50,75,101,75,99,0,2
1382572,61,29,1952,6,"female",1062,74,60,9,0,9,0,0,0
1382580,58,27,1955,1,"female",1642,79,58,614,131,0,73,614,58
1382606,24,26,1989,4,"male",176,48,17,1,0,1,0,0,0
1382643,28,16,1985,1,"male",267,58,46,172,35,159,8,13,27
1382663,19,23,1994,2,"female",680,1297,172,2083,3048,2049,2431,34,617
1382673,27,19,1986,1,"male",385,44,38,6,7,1,3,5,4
1382684,26,10,1987,9,"male",282,70,43,210,30,208,29,2,1
1382714,38,16,1975,1,"male",20,13,13,5,2,5,2,0,0
1382721,37,20,1976,12,"female",219,65,57,592,535,592,284,0,251
1382722,16,25,1997,5,"female",446,67,30,9,5,9,2,0,3
1382739,18,10,1995,1,"male",537,187,102,216,112,19,42,197,70
1382747,17,20,1996,9,"male",158,227,196,747,181,270,108,477,73
1382754,98,9,1915,1,"male",1071,90,42,1,5,0,2,1,3
1382785,100,1,1913,1,"male",2461,206,114,11,52,1,22,10,30
1382786,23,21,1990,5,"male",554,232,188,3,9,3,8,0,1
1382797,21,5,1992,12,"female",417,354,273,318,185,24,90,294,95
1382806,58,26,1955,3,"female",1694,82,14,117,24,108,22,9,2
1382848,19,8,1994,1,"female",303,45,29,45,12,21,6,24,6
1382855,27,9,1986,3,"male",133,71,21,0,0,0,0,0,0
1382856,33,19,1980,5,"female",607,46,26,39,2,39,2,0,0
1382860,15,22,1998,5,"male",661,388,225,23,0,23,0,0,0
1382883,47,5,1966,9,"male",444,181,61,2,2,2,0,0,2
1382885,24,7,1989,8,"male",333,23,12,18,17,18,3,0,14
1382890,25,21,1988,4,"female",302,59,45,1,0,1,0,0,0
1382979,47,12,1966,9,"male",521,40,15,30,2,30,1,0,1
1383015,31,12,1982,2,"female",282,252,156,215,272,51,66,164,206
1383035,22,23,1991,9,"male",544,324,270,230,285,195,113,35,172
1383065,15,1,1998,4,"male",430,15,10,1,0,0,0,1,0
1383071,16,13,1997,1,"male",183,8,8,1,0,1,0,0,0
1383072,31,23,1982,6,"female",374,35,21,0,2,0,2,0,0
